O*NET-SOC Code;Title;Description;Area
33-1021.00;Ugunsdzēsības un profilakses darbinieku pirmās rindas uzraugs;Tieši uzrauga un koordinē ugunsgrēku dzēšanas un ugunsgrēku novēršanas un kontroles darbinieku darbības.;Tieslietas
33-1091.00;Apsardzes darbinieku pirmās līnijas uzraugs;Tieši uzrauga un koordinē apsardzes darbinieku un apsardzes darbību.;Tieslietas
33-1099.00;Aizsardzības dienesta darbinieku pirmās līnijas uzraugs, visi pārējie;Visi aizsardzības dienesta uzraugi, kas iepriekš nav minēti atsevišķi.;Tieslietas
33-2011.00;Ugunsdzēsējs;Kontrolē un dzēš ugunsgrēkus vai reaģē uz ārkārtas situācijām, kad tiek apdraudēta dzīvība, īpašums vai vide. Pienākumos var ietilpt ugunsgrēku novēršana, neatliekamā medicīniskā palīdzība, reaģēšana uz bīstamiem materiāliem, meklēšana un glābšana, kā arī palīdzība katastrofu gadījumos.;Tieslietas
33-2021.00;Ugunsdzēsības inspektors un izmeklētājs;Pārbauda ēkas, lai atklātu ugunsbīstamību un izpildītu vietējos rīkojumus un valsts likumus, vai izmeklē un apkopo faktus, lai noteiktu ugunsgrēku un sprādzienu cēloni.;Tieslietas
33-2022.00;Meža ugunsdzēsības inspektors un profilakses speciālists;Ievieš ugunsdrošības noteikumus, pārbauda, vai mežā nav ugunsbīstamības, un iesaka meža ugunsgrēku novēršanas vai kontroles pasākumus. Var ziņot par meža ugunsgrēkiem un laikapstākļiem.;Tieslietas
33-3011.00;Tiesu izpildītājs;Uztur kārtību tiesās.;Tieslietas
33-3012.00;Labošanas dienesta darbinieks un cietuma uzraugs;Apsargā ieslodzītos soda vai rehabilitācijas iestādēs noteiktajā kārtībā un kārtībā. Var apsargāt ieslodzītos tranzītā starp cietumu, tiesas zāli, cietumu vai citu vietu. Ietver šerifu vietniekus un policistus, kuri lielāko daļu laika pavada, apsargājot ieslodzītos labošanas iestādēs.;Tieslietas
33-3021.00;Detektīvs un kriminālizmeklētājs;Veic izmeklēšanu saistībā ar aizdomām par federālo, štata vai vietējo likumu pārkāpumiem, lai novērstu vai atrisinātu noziegumus.;Tieslietas
33-3021.02;Policijas identifikācijas un uzskaites darbinieks;Vāc pierādījumus nozieguma vietā, klasificē un identificē pirkstu nospiedumus un fotografē pierādījumus izmantošanai krimināllietās un civillietās.;Tieslietas
33-3021.06;Izlūkošanas analītiķis;Apkopo, analizē vai novērtē informāciju no dažādiem avotiem, piemēram, tiesībaizsardzības datubāzēm, novērošanas, izlūkošanas tīkliem vai ģeogrāfiskās informācijas sistēmām. Izmanto izlūkošanas datus, lai paredzētu un novērstu organizētās noziedzības darbības, piemēram, terorismu.;Tieslietas
33-3031.00;Zivju un medījumu uzraugs;Patruļai iedalītā zona, lai novērstu zivju un medījumu likuma pārkāpumus. Izpēta ziņojumus par savvaļas dzīvnieku nodarītajiem postījumiem labībai vai īpašumam. Apkopo bioloģiskos datus.;Tieslietas
33-3041.00;Autostāvvietu uzraudzības darbinieks;Patrulē noteikto teritoriju, piemēram, publiskās autostāvvietas vai pilsētas ielas, lai izsniegtu biļetes virsstundu stāvēšanas pārkāpējiem un nelegāli novietotiem transportlīdzekļiem.;Tieslietas
33-3051.00;Policijas un šerifa patruļas darbinieks;"Uztur kārtību un aizsargā dzīvību un īpašumu, izpildot vietējos, cilšu, valsts vai federālos likumus un rīkojumus. Veic šādu pienākumu kombināciju: patrulēt noteiktā teritorijā; tiešā satiksme; izdod satiksmes pavēstes; izmeklē negadījumus; aizturēt un apcietināt aizdomās turamos vai apkalpo tiesu procesus. Ietver policijas darbiniekus, kas strādā izglītības iestādēs.";Tieslietas
33-3051.04;Muitas un robežapsardzības darbinieks;Izmeklē un pārbauda personas, parastos pārvadātājus, preces un preces, kas ierodas vai izceļo no Amerikas Savienotajām Valstīm vai starp štatiem, lai atklātu imigrācijas un muitas likumu un noteikumu pārkāpumus.;Tieslietas
33-3052.00;Tranzīta un dzelzceļa policija;Aizsargā un nodrošina dzelzceļa un tranzīta īpašumu, darbiniekus vai pasažierus.;Tieslietas
33-9011.00;Dzīvnieku kontroles darbinieks;Rīkoies ar dzīvniekiem, lai izmeklētu sliktu izturēšanos vai kontrolētu pamestus, bīstamus vai nepieskatītus dzīvniekus.;Tieslietas
33-9021.00;Privātais detektīvs un izmeklētājs;Apkopo, analizē, apkopo un ziņo klientiem informāciju par personām vai organizācijām vai atklāj nelikumīgas darbības vai noteikumu pārkāpumus privātā iestādē.;Tieslietas
33-9031.00;Azartspēļu uzraudzības darbinieks un azartspēļu izmeklētājs;Novēro azartspēļu darbību, ja darbinieki vai patrons veic neregulāras darbības, piemēram, krāpšanos vai zādzību. Izpēta iespējamos draudus azartspēļu aktīviem, piemēram, naudai, žetoniem un azartspēļu aprīkojumam. Darbojas kā vadības un klientu uzraudzības un drošības aģents.;Tieslietas
33-9032.00;Apsardzes darbinieks;Apsargāj, patrulē vai uzrauga telpas, lai novērstu zādzību, vardarbību vai noteikumu pārkāpumus. Var darbināt rentgena un metāla detektoru iekārtas.;Tieslietas
33-9091.00;Gājēju pārejas uzraugi un signalizētāji;Vada vai kontrolē transportlīdzekļu vai gājēju satiksmi tādās vietās kā ielas, skolas, dzelzceļa pārbrauktuves vai būvlaukumi.;Tieslietas
33-9092.00;Glābējs, slēpošanas patruļa un cits atpūtas aizsardzības dienesta darbinieks;Pārraudzī atpūtas zonas, piemēram, baseinus, pludmales vai slēpošanas trases, lai sniegtu palīdzību un aizsardzību dalībniekiem.;Tieslietas
33-9093.00;Transporta drošības pārbaudītāji;Veic pasažieru, bagāžas vai kravas pārbaudi, lai nodrošinātu atbilstību Transporta drošības administrācijas (TSA) noteikumiem. Var darbināt pamata drošības aprīkojumu, piemēram, rentgena aparātus un rokas nūjiņas pārbaudes kontrolpunktos.;Tieslietas
33-9094.00;Skolas autobusa uzraugs;Uztur kārtību skolēnu vidū skolas autobusā. Pienākumos ietilpst palīdz studentiem droši iekāpt un izkāpt, kā arī informēt par uzvedības problēmām. Var veikt pārbaudes pirms un pēc brauciena, kā arī sagatavojas un palīdzēt ārkārtas evakuācijai.;Tieslietas
33-9099.00;Aizsardzības dienesta darbinieks, visi pārējie;Visi aizsardzības dienesta darbinieki, kas nav uzskaitīti atsevišķi.;Tieslietas
33-9099.02;Mazumtirdzniecības zaudējumu novēršanas speciālists;Ievieš procedūras un sistēmas, lai novērstu preču zudumus. Veic darbinieku darbības auditus un izmeklēšanu. Var palīdzēt izstrādā politiku, procedūras un sistēmas aktīvu aizsardzībai.;Tieslietas
35-1011.00;Pavārs un galvenais pavārs;Vada un var piedalīties salātu, zupu, zivju, gaļas, dārzeņu, desertu vai citu ēdienu gatavošanā, garšošanā un gatavošanā. Var plānot un izcenot izvēlnes vienumus, pasūtīt izejmateriālus un veikt uzskaiti un kontus.;Pakalpojumi
35-1012.00;Ēdienu gatavošanas un apkalpošanas darbinieku pirmās līnijas uzraugs;Tieši uzrauga un koordinē pārtikas gatavošanā un pasniegšanā iesaistīto darbinieku darbības.;Pakalpojumi
35-2011.00;Pavāri, Ātrā ēdināšana;Gatavo un gatavo ēdienu ātrās ēdināšanas restorānā ar ierobežotu ēdienkarti. Šo pavāru pienākumi aprobežojas ar dažu pamata priekšmetu sagatavošanu un parasti ietver liela apjoma vienreizējas gatavošanas iekārtas.;Pakalpojumi
35-2012.00;Pavāri, iestāde un kafejnīca;Sagatavo un pagatavo lielu daudzumu pārtikas iestādēm, piemēram, skolām, slimnīcām vai kafejnīcām.;Pakalpojumi
35-2013.00;Pavāri, Privātā mājsaimniecība;Ēdienu gatavošana privātmājās. Ietver personīgos pavārus.;Pakalpojumi
35-2014.00;Pavāri, restorāns;Restorānos pagatavo, garšo un pagatavo ēdienus, piemēram, zupas, gaļu, dārzeņus vai desertus. Var pasūtīt izejmateriālus, veikt uzskaiti un grāmatvedības uzskaiti, cenu vienumus ēdienkartē vai plānu izvēlni.;Pakalpojumi
35-2015.00;Pavāri, Īsais pasūtījums;Sagatavo un gatavo, lai pasūtītu dažādus ēdienus, kuru pagatavošanai nepieciešams tikai īss laiks. Var pieņemt pasūtījumus no klientiem un apkalpot klientus pie letēm vai galdiem.;Pakalpojumi
35-2019.00;Pavāri, viss pārējais;Visi pavāri nav uzskaitīti atsevišķi.;Pakalpojumi
35-2021.00;Ēdienu gatavošanas darbinieks;Veic dažādus ēdiena gatavošanas pienākumus, kas nav ēdiena gatavošana, piemēram, auksto ēdienu un vēžveidīgo gatavošana, gaļas sagriešana un kafijas vai tējas pagatavošana.;Pakalpojumi
35-3011.00;Bārmeņi;Sajauc un pasniedz dzērienus apmeklētājiem tieši vai ar apkalpojošā personāla starpniecību.;Pakalpojumi
35-3023.00;Ātrās ēdināšanas un kases darbinieks;Veic tādus pienākumus kā pasūtījumu pieņemšana un ēdienu un dzērienu pasniegšana. Apkalpo klientus pie letes vai no tvaika galda. Var pieņemt maksājumu. Var pagatavot ēdienu un dzērienus.;Pakalpojumi
35-3023.01;Baristas;Sagatavo vai pasniedz īpašu kafiju vai citus dzērienus. Pasniedz apmeklētājiem tādus ēdienus kā ceptas preces vai sviestmaizes.;Pakalpojumi
35-3031.00;Viesmīlis un viesmīle;Pieņem pasūtījumus un pasniedz ēdienus un dzērienus patroniem pie ēdināšanas iestādes galdiem.;Pakalpojumi
35-3041.00;Ēdienu apkalpotājs, nerestorāns;Pasniedz ēdienu personām ārpus restorāna vides, piemēram, viesnīcu istabās, slimnīcu telpās, aprūpes iestādēs vai automašīnās.;Pakalpojumi
35-9011.00;Ēdamistabas un kafejnīcas dežuranti un bārmeņu palīgi;"Atvieglo ēdināšanas pakalpojumu. Tīri galdi; noņem netīros traukus; nomaina netīro galda veļu; klāti galdi; papildināt tīras veļas, sudraba trauku, stikla trauku un trauku krājumus; apgādāj apkalpojošo bāru ar pārtiku; un pasniedz apmeklētājiem tādus priekšmetus kā ūdens, garšvielas un kafija.";Pakalpojumi
35-9021.00;Trauku mazgājamā mašīna;Notīra traukus, virtuvi, ēdiena gatavošanas aprīkojumu vai traukus.;Pakalpojumi
35-9031.00;Saimnieks un saimniece, restorāns, atpūtas telpa un kafejnīca;Laipni lūdzam klientus, sēdina viņus pie galdiem vai atpūtas telpā un palīdz nodrošināt aprīkojuma un pakalpojumu kvalitāti.;Pakalpojumi
35-9099.00;Ēdienu gatavošanas un apkalpošanas darbinieks, visi pārējie;Visi ar ēdienu gatavošanu un pasniegšanu saistītie darbinieki nav atsevišķi uzskaitīti.;Pakalpojumi
37-1011.00;Mājturības un sētnieku pirmās rindas uzraugs;Tieši uzrauga un koordinē uzkopšanas personāla darba aktivitātes viesnīcās, slimnīcās, birojos un citās iestādēs.;Pakalpojumi
37-1012.00;Ainavu veidošanas, zāliena apkalpošanas un zemes kopšanas darbinieku pirmās līnijas uzraugs;"Tieši uzrauga un koordinē to darbinieku darbības, kas nodarbojas ar apzaļumošanas vai teritorijas kopšanas darbībām. Darbs var ietvert līgumu pārskatīšanu, lai noskaidrotu pakalpojumu, iekārtu un darbaspēka prasības; atbild uz potenciālo klientu jautājumiem par metodēm, materiāliem un cenu diapazoniem; un tāmju sagatavošana atbilstoši darbaspēka, materiālu un mašīnu izmaksām.";Pakalpojumi
37-2011.00;Sētnieks un apkopējs, izņemot istabenes un mājsaimniecības apkopējas;Uztur ēkas tīrā un sakārtotā stāvoklī. Veic smagus tīrīšanas darbus, piemēram, grīdu tīrīšanu, paklāju mazgāšanu ar šampūnu, sienu un stiklu mazgāšanu un atkritumu izvešanu. Pienākumos var ietilpt krāsns un katla kopšana, ikdienas apkopes darbību veikšana, vadības paziņošana par remonta nepieciešamību un sniega vai gružu tīrīšana no ietves.;Pakalpojumi
37-2012.00;Istabene un mājturības apkopējs;Veic jebkuru vieglu tīrīšanas darbu kombināciju, lai privātās mājsaimniecības vai tirdzniecības iestādes, piemēram, viesnīcas un slimnīcas, uzturētu tīras un sakārtotas. Pienākumos var ietilpt gultu saklāšana, veļas papildināšana, telpu un priekšnamu uzkopšana un putekļsūcējs.;Pakalpojumi
37-2019.00;Ēku uzkopšanas darbinieks, visi pārējie;Visi ēku tīrīšanas darbinieki, kas nav uzskaitīti atsevišķi.;Pakalpojumi
37-2021.00;Kaitēkļu kontroles darbinieks;Uzklāj vai atbrīvo ķīmiskos šķīdumus vai toksiskas gāzes un uzstāda slazdus, ​​lai iznīcinātu vai likvidētu kaitēkļus un kaitēkļus, kas invadē ēkas un apkārtējās teritorijas.;Pakalpojumi
37-3011.00;Apzaļumošanas strādnieks;Labiekārto vai kopj īpašumu, izmantojot rokas vai elektroinstrumentus vai aprīkojumu. Strādnieki parasti veic dažādus uzdevumus, kas var ietvert jebkuru šo darbību kombināciju: velēnu ieklāšana, pļaušana, apgriešana, stādīšana, laistīšana, mēslošana, rakšana, grābšana, sprinkleru uzstādīšana un bezjavas segmentu betona mūra sienu elementu uzstādīšana.;Pakalpojumi
37-3012.00;Pesticīdu apstrādātāji, smidzinātāji un aplikatori, veģetācija;Sajauc vai uzklāj pesticīdus, herbicīdus, fungicīdus vai insekticīdus, izmantojot aerosolus, putekļus, tvaikus, iestrādājot augsnē vai ķīmiski uzklājot uz kokiem, krūmiem, zālājiem vai kultūraugiem. Parasti nepieciešama īpaša apmācība un valsts vai federālā sertifikācija.;Pakalpojumi
37-3013.00;Koku apzāģētāji un apgriezēji;Izmantojot sarežģītus kāpšanas un takelāžas paņēmienus, nogriež nokaltušus vai liekos zarus no kokiem vai krūmiem, lai saglabātu taisnību uz ceļiem, ietvēm vai inženierkomunikācijām vai uzlabotu koka izskatu, veselību un vērtību. Apgriež vai apstrādā kokus vai krūmus, izmantojot rokas zāģus, rokas grieznes, šķēres un mehāniskās grieznes. Darbojas no zemes koku lapotnē un var izmantot kravas automašīnā uzstādītus liftus.;Pakalpojumi
37-3019.00;Teritorijas apkopes darbinieks, visi pārējie;Visi zemes apkopes darbinieki nav atsevišķi uzskaitīti.;Pakalpojumi
39-1013.00;Azartspēļu pakalpojumu darbinieku pirmās līnijas uzraugs;Tieši uzrauga un koordinē darbinieku aktivitātes piešķirtajās azartspēļu zonās. Var apiet pie galdiem, novērot darbības un nodrošināt, ka stacijas un spēles ir nodrošinātas katrai maiņai. Var pārbaudīt un atmaksāt džekpotus. Var atiestatīt spēļu automātus pēc izmaksām un veikt remontu vai regulēšanu, vai ieteikt noņemt spēļu automātus remontam. Var plānot un organizēt aktivitātes un pakalpojumus viesiem viesnīcās/kazino.;Pakalpojumi
39-1014.00;Izklaides un atpūtas darbinieku pirmās līnijas uzraugs, izņemot azartspēļu pakalpojumus;Tieši uzrauga un koordinē ar izklaidi un atpūtu saistīto darbinieku darbības.;Pakalpojumi
39-1022.00;Personīgo pakalpojumu darbinieku pirmās līnijas uzraugs;Uzrauga un koordinē personīgo pakalpojumu darbinieku darbību.;Pakalpojumi
39-2011.00;Dzīvnieku dresētājs;Apmāca dzīvniekus izjādes, iejūgšanas, drošības, veiktspējas vai paklausības nodrošināšanai vai palīdzības sniegšanai personām ar invaliditāti. Pieradina dzīvniekus pie cilvēka balss un kontakta, kā arī sagatavo dzīvniekus reaģēt uz komandām. Apmāca dzīvniekus saskaņā ar noteiktiem šovu vai sacensību standartiem. Var apmācīt dzīvniekus pārvadā paku kravas vai strādāt bara komandas sastāvā.;Pakalpojumi
39-2021.00;Dzīvnieku aprūpētājs;Baro, dzirdina, kopj, mazgāj, vingro vai citādi rūpējas, lai veicinātu un uzturētu mājdzīvnieku un citu dzīvnieku, kas netiek audzēti patēriņam, labklājību, piemēram, suņiem, kaķiem, sacīkšu zirgiem, dekoratīvajām zivīm vai putniem, zoodārza dzīvniekiem un pelēm. Strādā tādās vietās kā suņu audzētavās, dzīvnieku patversmēs, zooloģiskajos dārzos, cirkos un akvārijos. Var veikt ierakstus par barošanu, ārstēšanu un saņemtajiem vai izvadītajiem dzīvniekiem. Var tīrīt, dezinficēt un labot būrus, aizgaldus vai zivju tvertnes.;Pakalpojumi
39-3011.00;Azartspēļu krupjē;Darbojas galda spēles. Stāv vai sēž aiz galda un rīko azartspēles, izsniedzot spēlētājiem atbilstošu kāršu vai bloku skaitu vai darbinot citu azartspēļu aprīkojumu. Izdala laimestus vai savāc spēlētāju naudu vai žetonus. Var salīdzināt mājas roku ar spēlētāju rokām.;Pakalpojumi
39-3012.00;Azartspēļu un sporta grāmatu rakstītājs un skrējējs;Publicē informāciju, kas ļauj apmeklētājiem likt likmes uz dažādām sacīkstēm un sporta pasākumiem. Palīdz spēlēt tādas spēles kā keno un bingo. Var darbināt nejaušu skaitļu ģenerēšanas iekārtu un paziņo numurus patroniem. Saņem, pārbauda un ieraksta patronu likmes. Skenē un apstrādā patronu uzrādītās laimestu biļetes un izmaksāj laimestus par šīm likmēm.;Pakalpojumi
